Node,Type,Tax_ID,Community,Embedding_Mean,Embedding_Std,Embedding_Min,Embedding_Max,Embedding_L2_Norm,Community_Size,Betweenness_Centrality,Eigenvector_Centrality,PageRank,Degree_Centrality,Closeness_Centrality,Avg_Similarity_To_Others,Max_Similarity_To_Others
Budapesti Közlekedési Zártkörűen Működő Részvénytársaság,Issuer,12154481444,2,-0.0060195792,0.16012816,-0.3720334,0.37358943,1.8129228,15,0.052774958602638734,0.05751142657509708,0.0046994061528691415,0.010309278350515464,0.4597156398104265,0.42035738,-1.7881393e-07
Berettyóújfalu Város Önkormányzat,Issuer,15728324209,0,0.0011955984,0.10504202,-0.20747198,0.25524956,1.1884917,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.80569875,2.3841858e-07
MEZŐTÚRI KÖZMŰVELŐDÉSI ÉS SPORT KÖZHASZNÚ NONPROFIT KORLÁTOLT  FELELŐSSÉGŰ TÁRSASÁG,Issuer,14847284216,0,-0.0015742746,0.10043628,-0.24166884,0.23517762,1.1364464,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.78456515,0.0
Médiaszolgáltatás - támogató és Vagyonkezelő Alap,Issuer,18091715444,3,-0.02212294,0.17724583,-0.6812798,0.43423915,2.0208673,15,0.027331161084699972,0.057437434535494866,0.004679072648069816,0.010309278350515464,0.4459770114942529,0.46511102,1.1920929e-07
Fót Város Önkormányzata,Issuer,15731096213,0,-0.0074121617,0.10772422,-0.29279777,0.2557854,1.221642,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7836933,-1.1920929e-07
"Budapest Főváros XII. kerület Hegyvidéki Önkormányzat|Zugliget Óvoda|Kimbi Óvoda|Süni Óvodák|MOM Kulturális Központ Nonprofit Korlátolt Felelősségű Társaság|Hegyvidéki Szabadidősport Nonprofit Korlátolt Felelősségű Társaság|Budapest Főváros XII. kerület Hegyvidéki Polgármesteri Hivatal|Budapest Főváros XII. kerület Hegyvidéki Önkormányzat Svábhegyi Bölcsőde|Fáber Üzemeltető, Városfejlesztő és -fenntartó Kft.",Issuer,15735753243|16911095243|16918683243|16910881243|22664503243|24388153243|15512002243|16918638243|10215724243,0,-0.008306225,0.10286003,-0.20921348,0.2939028,1.1675166,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7878881,-5.9604645e-08
Budapest Főváros XIII. Kerületi Önkormányzat|Budapest Főváros XIII. Kerületi Polgármesteri Hivatal|XIII. Kerületi Közszolgáltató Zrt.|Bp.Főv.XIII.Ker.Önk.Egyesített Óvoda,Issuer,15735760241|15513003241|12052585241|16928046241,0,0.0005975133,0.103254214,-0.2089744,0.2848756,1.1682076,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.8022364,-5.9604645e-08
Károli Gáspár Református Egyetem,Issuer,18060676243,0,-0.004358271,0.115454555,-0.2314417,0.27297014,1.3071495,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.77866274,-1.7881393e-07
Központi Statisztikai Hivatal,Issuer,15302724241,1,0.015790638,0.2290198,-0.52574426,0.533241,2.597215,16,0.0,0.00548127384544906,0.0027304661228158725,0.005154639175257732,0.3249581239530988,0.3942994,-5.9604645e-08
Debreceni Egyetem,Issuer,19308667409,0,-0.0068758456,0.109492645,-0.27123743,0.31289524,1.2412081,149,0.0,0.0566708907337829,0.0027405559245667,0.005154639175257732,0.43400447427293065,0.7744538,-3.5762787e-07
